gameid,date,dh,ejectee,ejecteename,team,job,umpire,umpirename,inning,reason
BOS190306130,06/13/1903,0,dougp102,Patsy Dougherty,BOS,P,connt901,Tommy Connolly,8,Call on Field
SLA190306200,06/20/1903,0,burkj101,Jesse Burkett,SLA,P,connt901,Tommy Connolly,1,Fighting
SLA190306200,06/20/1903,0,loftt101,Tom Loftus,WS1,M,connt901,Tommy Connolly,1,Fighting
BRO190306252,06/25/1903,2,shecj101,Jimmy Sheckard,BRO,P,johnj901,Jim Johnstone,1,Call on Field
DET190306250,06/25/1903,0,mullg102,George Mullin,DET,P,carub101,Bob Caruthers,8,Balls and Strikes
DET190306250,06/25/1903,0,hartt102,Topsy Hartsel,PHA,P,carub101,Bob Caruthers,3,Call on Field
BRO190306260,06/26/1903,0,jackf101,Fred Jacklitsch,BRO,P,johnj901,Jim Johnstone,9,Balls and Strikes
BRO190306260,06/26/1903,0,kellj106,Joe Kelley,CIN,M,johnj901,Jim Johnstone,8,Call on Field
BRO190306260,06/26/1903,0,poole101,Ed Poole,CIN,P,johnj901,Jim Johnstone,2,Harrassment
BRO190307010,07/01/1903,0,rittl101,Lew Ritter,BRO,P,emslb101,Bob Emslie,9,Balls and Strikes
CHA190307020,07/02/1903,0,crigl101,Lou Criger,BOS,P,hassj901,James Hassett,3,Balls and Strikes
PHI190307020,07/02/1903,0,chanf101,Frank Chance,CHN,P,odayh101,Hank O'Day,4,Call on Field
WS1190307040,07/04/1903,0,lajon101,Nap Lajoie,CLE,P,carub101,Bob Caruthers,1,Call on Field
CIN190307050,07/05/1903,0,dobbj101,John Dobbs,BRO,P,moraa901,Augie Moran,5,Balls and Strikes
CIN190307050,07/05/1903,0,peith101,Heinie Peitz,CIN,P,moraa901,Augie Moran,8,Harrassment
CIN190307050,07/05/1903,0,seymc101,Cy Seymour,CIN,P,moraa901,Augie Moran,6,Harrassment
NYA190307070,07/07/1903,0,greed103,Danny Green,CHA,P,sherj901,Jack Sheridan,7,Call on Field
CHN190307080,07/08/1903,0,weimj101,Jake Weimer,CHN,P,odayh101,Hank O'Day,7,Call on Field
WS1190307090,07/09/1903,0,buelf101,Fritz Buelow,DET,P,olous901,Silk O'Loughlin,1,Balls and Strikes
WS1190307150,07/15/1903,0,cougb101,Bill Coughlin,WS1,P,olous901,Silk O'Loughlin,5,Call on Field
NYA190307160,07/16/1903,0,oconj104,Jack O'Connor,NYA,P,sherj901,Jack Sheridan,7,Call on Field
WS1190307181,07/18/1903,1,holmd101,Ducky Holmes,CHA,P,olous901,Silk O'Loughlin,8,Call on Field
WS1190307200,07/20/1903,0,magog101,George Magoon,CHA,P,olous901,Silk O'Loughlin,4,Call on Field
PHI190307220,07/22/1903,0,wolvh101,Harry Wolverton,PHI,P,emslb101,Bob Emslie,7,Call on Field
NY1190307270,07/27/1903,0,gilbb103,Billy Gilbert,NY1,P,johnj901,Jim Johnstone,2,Balls and Strikes
BRO190307280,07/28/1903,0,gleak101,Kid Gleason,PHI,P,emslb101,Bob Emslie,6,Call on Field
NYA190308010,08/01/1903,0,oconj104,Jack O'Connor,NYA,P,hassj901,James Hassett,2,Call on Field
CHA190308060,08/06/1903,0,greed103,Danny Green,CHA,P,olous901,Silk O'Loughlin,1,Call on Field
CHN190308080,08/08/1903,0,tinkj101,Joe Tinker,CHN,P,moraa901,Augie Moran,8,Call on Field
NY1190308082,08/08/1903,2,schmh101,Henry Schmidt,BRO,P,hurst801,Tim Hurst,3,Call on Field
NY1190308171,08/17/1903,1,bresr102,Roger Bresnahan,NY1,P,emslb101,Bob Emslie,3,Call on Field
CHA190308220,08/22/1903,0,calln101,Nixey Callahan,CHA,P,eganr101,Jack Egan,6,Call on Field
BSN190308261,08/26/1903,1,gilbb103,Billy Gilbert,NY1,P,moraa901,Augie Moran,9,Call on Field
BSN190308261,08/26/1903,1,mcgrj101,John McGraw,NY1,M,moraa901,Augie Moran,9,Call on Field
BSN190308280,08/28/1903,0,gilbb103,Billy Gilbert,NY1,P,hurst801,Tim Hurst,9,Call on Field
NY1190308312,08/31/1903,2,hulsr101,Rudy Hulswitt,PHI,P,hurst801,Tim Hurst,7,Call on Field
SLA190308311,08/31/1903,1,bradb102,Bill Bradley,CLE,P,olous901,Silk O'Loughlin,1,Other
SLA190308311,08/31/1903,1,powej105,Jack Powell,SLA,P,olous901,Silk O'Loughlin,3,Harrassment
WS1190309030,09/03/1903,0,elbek101,Kid Elberfeld,NYA,P,connt901,Tommy Connolly,5,Balls and Strikes
NY1190309041,09/04/1903,1,warnj103,Jack Warner,NY1,P,odayh101,Hank O'Day,3,Call on Field
BRO190309071,09/07/1903,1,bowef102,Frank Bowerman,NY1,P,hurst801,Tim Hurst,5,Call on Field
CHN190309110,09/11/1903,0,tinkj101,Joe Tinker,CHN,P,moraa901,Augie Moran,3,Call on Field
BOS190309120,09/12/1903,0,mcfah102,Herm McFarland,NYA,P,hassj901,James Hassett,8,Balls and Strikes
CHN190309120,09/12/1903,0,dahlb102,Bill Dahlen,BRO,P,moraa901,Augie Moran,2,Call on Field
CLE190309121,09/12/1903,1,carrc106,Charlie Carr,DET,P,sherj901,Jack Sheridan,8,Call on Field
CIN190309212,09/21/1903,2,dooir101,Red Dooin,PHI,P,johnj901,Jim Johnstone,4,Call on Field
CIN190309212,09/21/1903,2,hulsr101,Rudy Hulswitt,PHI,P,johnj901,Jim Johnstone,4,Call on Field
CIN190309212,09/21/1903,2,mcfej101,Jack McFetridge,PHI,P,johnj901,Jim Johnstone,4,Call on Field
PHA190309220,09/22/1903,0,barre801,Ed Barrow,DET,M,adamj901,Harry Adams,7,Call on Field
PHA190309220,09/22/1903,0,donob101,Bill Donovan,DET,P,adamj901,Harry Adams,7,Call on Field
PIT190309220,09/22/1903,0,doylj103,Jack Doyle,BRO,P,emslb101,Bob Emslie,3,Call on Field
NYA190309231,09/23/1903,1,ganzj101,John Ganzel,NYA,P,sherj901,Jack Sheridan,8,Call on Field
NYA190309242,09/24/1903,2,burkj101,Jesse Burkett,SLA,P,sherj901,Jack Sheridan,8,Other
WS1190309281,09/28/1903,1,isbef101,Frank Isbell,CHA,P,bettw901,William Betts,7,Balls and Strikes
BRO190404150,04/15/1904,0,stras102,Sammy Strang,BRO,P,emslb101,Bob Emslie,3,Call on Field
NYA190404150,04/15/1904,0,elbek101,Kid Elberfeld,NYA,P,dwyef101,Frank Dwyer,6,Balls and Strikes
PHI190404150,04/15/1904,0,dooir101,Red Dooin,PHI,P,moraa901,Augie Moran,3,Balls and Strikes
CIN190404170,04/17/1904,0,everj102,Johnny Evers,CHN,P,johnj901,Jim Johnstone,3,Call on Field
CIN190404200,04/20/1904,0,kellj106,Joe Kelley,CIN,M,johnj901,Jim Johnstone,6,Call on Field
PIT190404210,04/21/1904,0,smith104,Harry Smith,PIT,P,johnj901,Jim Johnstone,8,Call on Field
DET190404230,04/23/1904,0,paddd102,Dick Padden,SLA,P,olous901,Silk O'Loughlin,7,Call on Field
CIN190404240,04/24/1904,0,leevs101,Sam Leever,PIT,P,johnj901,Jim Johnstone,2,Call on Field
SLN190404290,04/29/1904,0,farrj103,John Farrell,SLN,P,odayh101,Hank O'Day,2,Call on Field
PIT190405060,05/06/1904,0,dooir101,Red Dooin,PHI,P,emslb101,Bob Emslie,9,Balls and Strikes
CHA190405070,05/07/1904,0,burkj101,Jesse Burkett,SLA,P,olous901,Silk O'Loughlin,4,Call on Field
CHA190405070,05/07/1904,0,sugdj101,Joe Sugden,SLA,P,olous901,Silk O'Loughlin,4,Call on Field
CIN190405070,05/07/1904,0,dillp103,Pop Dillon,BRO,P,odayh101,Hank O'Day,7,Call on Field
CHN190405110,05/11/1904,0,frasc101,Chick Fraser,PHI,P,johnj901,Jim Johnstone,9,Call on Field
CIN190405120,05/12/1904,0,dahlb102,Bill Dahlen,NY1,P,emslb101,Bob Emslie,2,Call on Field
CHN190405140,05/14/1904,0,weimj101,Jake Weimer,CHN,P,johnj901,Jim Johnstone,6,Balls and Strikes
CHN190405140,05/14/1904,0,duffh101,Hugh Duffy,PHI,M,johnj901,Jim Johnstone,6,Call on Field
PHA190405140,05/14/1904,0,greed103,Danny Green,CHA,P,olous901,Silk O'Loughlin,1,Call on Field
CIN190405150,05/15/1904,0,kellj106,Joe Kelley,CIN,M,emslb101,Bob Emslie,8,Call on Field
CIN190405150,05/15/1904,0,merts101,Sam Mertes,NY1,P,emslb101,Bob Emslie,3,Call on Field
BRO190405250,05/25/1904,0,dobbj101,John Dobbs,BRO,P,odayh101,Hank O'Day,1,Call on Field
NY1190405260,05/26/1904,0,jordd101,Dutch Jordan,BRO,P,odayh101,Hank O'Day,9,Call on Field
NY1190405270,05/27/1904,0,warnj103,Jack Warner,NY1,P,odayh101,Hank O'Day,9,Balls and Strikes
CHN190405280,05/28/1904,0,shayd101,Danny Shay,SLN,P,emslb101,Bob Emslie,6,Call on Field
CHA190405290,05/29/1904,0,lajon101,Nap Lajoie,CLE,P,dwyef101,Frank Dwyer,8,Call on Field
CIN190405290,05/29/1904,0,beckj103,Jake Beckley,SLN,P,zimmc101,Chief Zimmer,4,Call on Field
SLA190406050,06/05/1904,0,cougb101,Bill Coughlin,WS1,P,connt901,Tommy Connolly,X,Call on Field
PHI190406060,06/06/1904,0,wolvh101,Harry Wolverton,PHI,P,moraa901,Augie Moran,6,Call on Field
PHI190406060,06/06/1904,0,beckj103,Jake Beckley,SLN,P,moraa901,Augie Moran,6,Call on Field
PHI190406060,06/06/1904,0,shayd101,Danny Shay,SLN,P,moraa901,Augie Moran,6,Call on Field
NY1190406100,06/10/1904,0,mcgrj101,John McGraw,NY1,M,zimmc101,Chief Zimmer,3,Harrassment
NY1190406100,06/10/1904,0,merts101,Sam Mertes,NY1,P,zimmc101,Chief Zimmer,5,Balls and Strikes
NY1190406100,06/10/1904,0,tayld102,Dummy Taylor,NY1,P,zimmc101,Chief Zimmer,6,Harrassment
DET190406160,06/16/1904,0,craws101,Sam Crawford,DET,P,kingc901,Charles King,8,Call on Field
SLN190406192,06/19/1904,2,clarf101,Fred Clarke,PIT,P,odayh101,Hank O'Day,1,Call on Field
SLN190406192,06/19/1904,2,shayd101,Danny Shay,SLN,P,odayh101,Hank O'Day,2,Call on Field
BSN190406201,06/20/1904,1,dooir101,Red Dooin,PHI,P,johnj901,Jim Johnstone,1,Balls and Strikes
BRO190406230,06/23/1904,0,dillp103,Pop Dillon,BRO,P,johnj901,Jim Johnstone,8,Call on Field
NY1190406250,06/25/1904,0,dooir101,Red Dooin,PHI,P,emslb101,Bob Emslie,4,Call on Field
SLA190406260,06/26/1904,0,paddd102,Dick Padden,SLA,P,olous901,Silk O'Loughlin,4,Call on Field
BRO190406270,06/27/1904,0,mccom102,Mike McCormack,BRO,P,johnj901,Jim Johnstone,6,Call on Field
NY1190406270,06/27/1904,0,mcgad102,Dan McGann,NY1,P,emslb101,Bob Emslie,2,Call on Field
CHA190407030,07/03/1904,0,jonef102,Fielder Jones,CHA,P,olous901,Silk O'Loughlin,3,Call on Field
CIN190407090,07/09/1904,0,corct101,Tommy Corcoran,CIN,P,zimmc101,Chief Zimmer,3,Call on Field
SLN190407102,07/10/1904,2,bresr102,Roger Bresnahan,NY1,P,emslb101,Bob Emslie,8,Balls and Strikes
CIN190407150,07/15/1904,0,kellj106,Joe Kelley,CIN,M,emslb101,Bob Emslie,2,Call on Field
PIT190407150,07/15/1904,0,gleak101,Kid Gleason,PHI,P,moraa901,Augie Moran,4,Call on Field
NYA190407160,07/16/1904,0,mullg102,George Mullin,DET,P,connt901,Tommy Connolly,4,Call on Field
WS1190407220,07/22/1904,0,loweb101,Bobby Lowe,DET,P,dwyef101,Frank Dwyer,X,Arguing
WS1190407220,07/22/1904,0,donob101,Bill Donovan,DET,P,dwyef101,Frank Dwyer,X,Arguing
SLN190407241,07/24/1904,1,dooir101,Red Dooin,PHI,P,johnj901,Jim Johnstone,9,Call on Field
SLN190407241,07/24/1904,1,doylj103,Jack Doyle,PHI,P,johnj901,Jim Johnstone,1,Balls and Strikes
BOS190407250,07/25/1904,0,hempc101,Charlie Hemphill,SLA,P,connt901,Tommy Connolly,1,Call on Field
CHN190407260,07/26/1904,0,chanf101,Frank Chance,CHN,P,moraa901,Augie Moran,2,Call on Field
BRO190407292,07/29/1904,2,dillp103,Pop Dillon,BRO,P,zimmc101,Chief Zimmer,1,Call on Field
BRO190407292,07/29/1904,2,stras102,Sammy Strang,BRO,P,zimmc101,Chief Zimmer,1,Call on Field
BRO190407292,07/29/1904,2,dahlb102,Bill Dahlen,NY1,P,zimmc101,Chief Zimmer,1,Call on Field
BOS190407300,07/30/1904,0,jonef102,Fielder Jones,CHA,P,connt901,Tommy Connolly,7,Call on Field
CHN190407300,07/30/1904,0,huggm101,Miller Huggins,CIN,P,johnj901,Jim Johnstone,7,Call on Field
CHN190407300,07/30/1904,0,kellj106,Joe Kelley,CIN,M,johnj901,Jim Johnstone,7,Call on Field
CHN190407300,07/30/1904,0,seymc101,Cy Seymour,CIN,P,johnj901,Jim Johnstone,7,Call on Field
CHN190407300,07/30/1904,0,woods102,Sam Woodruff,CIN,P,johnj901,Jim Johnstone,7,Call on Field
CHA190408010,08/01/1904,0,davig102,George Davis,CHA,P,sherj901,Jack Sheridan,6,Call on Field
CLE190408080,08/08/1904,0,fultd101,Dave Fultz,NYA,P,olous901,Silk O'Loughlin,4,Balls and Strikes
CLE190408080,08/08/1904,0,grifc101,Clark Griffith,NYA,M,olous901,Silk O'Loughlin,4,Balls and Strikes
NY1190408080,08/08/1904,0,shayd101,Danny Shay,SLN,P,carpb901,Bill Carpenter,8,Call on Field
CLE190408090,08/09/1904,0,powej105,Jack Powell,NYA,P,olous901,Silk O'Loughlin,4,Balls and Strikes
CLE190408090,08/09/1904,0,willj106,Jimmy Williams,NYA,P,olous901,Silk O'Loughlin,9,Balls and Strikes
NY1190408090,08/09/1904,0,gradm101,Mike Grady,SLN,P,carpb901,Bill Carpenter,8,Call on Field
NY1190408122,08/12/1904,2,kellj106,Joe Kelley,CIN,M,emslb101,Bob Emslie,3,Call on Field
NY1190408122,08/12/1904,2,mcgad102,Dan McGann,NY1,P,emslb101,Bob Emslie,6,Balls and Strikes
NY1190408130,08/13/1904,0,harpj102,Jack Harper,CIN,P,emslb101,Bob Emslie,6,Balls and Strikes
NY1190408130,08/13/1904,0,bowef102,Frank Bowerman,NY1,P,emslb101,Bob Emslie,5,Call on Field
CHA190408150,08/15/1904,0,greed103,Danny Green,CHA,P,sherj901,Jack Sheridan,5,Balls and Strikes
NY1190408170,08/17/1904,0,wagnh101,Honus Wagner,PIT,P,johnj901,Jim Johnstone,5,Call on Field
BRO190408180,08/18/1904,0,dolac101,Cozy Dolan,CIN,P,kennc901,Charles Kennedy,3,Call on Field
NY1190408190,08/19/1904,0,bowef102,Frank Bowerman,NY1,P,johnj901,Jim Johnstone,6,Call on Field
CHN190408200,08/20/1904,0,tennf102,Fred Tenney,BSN,P,zimmc101,Chief Zimmer,4,Call on Field
PHA190408220,08/22/1904,0,lajon101,Nap Lajoie,CLE,P,sherj901,Jack Sheridan,4,Call on Field
CHN190408251,08/25/1904,1,weimj101,Jake Weimer,CHN,P,kennc901,Charles Kennedy,X,Call on Field
CHN190408260,08/26/1904,0,mcgrj101,John McGraw,NY1,M,emslb101,Bob Emslie,4,Call on Field
SLN190408290,08/29/1904,0,mcgrj101,John McGraw,NY1,M,zimmc101,Chief Zimmer,2,Harrassment
CIN190408311,08/31/1904,1,dahlb102,Bill Dahlen,NY1,P,zimmc101,Chief Zimmer,4,Call on Field
CIN190408311,08/31/1904,1,mcgad102,Dan McGann,NY1,P,zimmc101,Chief Zimmer,4,Call on Field
CLE190409051,09/05/1904,1,paddd102,Dick Padden,SLA,P,olous901,Silk O'Loughlin,9,Call on Field
BRO190409130,09/13/1904,0,shecj101,Jimmy Sheckard,BRO,P,moraa901,Augie Moran,3,Call on Field
CHN190409160,09/16/1904,0,tinkj101,Joe Tinker,CHN,P,zimmc101,Chief Zimmer,2,Call on Field
BRO190409171,09/17/1904,1,merts101,Sam Mertes,NY1,P,emslb101,Bob Emslie,7,Call on Field
BOS190409212,09/21/1904,2,hartt102,Topsy Hartsel,PHA,P,sherj901,Jack Sheridan,6,Call on Field
WS1190409210,09/21/1904,0,clarb103,Boileryard Clarke,WS1,P,connt901,Tommy Connolly,5,Balls and Strikes
PHI190409222,09/22/1904,2,gleak101,Kid Gleason,PHI,P,johnj901,Jim Johnstone,1,Call on Field
DET190409261,09/26/1904,1,donob101,Bill Donovan,DET,P,olous901,Silk O'Loughlin,6,Balls and Strikes
DET190409270,09/27/1904,0,donob101,Bill Donovan,DET,P,olous901,Silk O'Loughlin,X,Call on Field
DET190409270,09/27/1904,0,mullg102,George Mullin,DET,P,olous901,Silk O'Loughlin,X,Call on Field
CHA190409280,09/28/1904,0,jonef102,Fielder Jones,CHA,M,connt901,Tommy Connolly,4,Call on Field
CHA190409280,09/28/1904,0,pattc101,Casey Patten,WS1,P,connt901,Tommy Connolly,5,Other
BRO190410012,10/01/1904,2,jordd101,Dutch Jordan,BRO,P,moraa901,Augie Moran,4,Balls and Strikes
SLA190410030,10/03/1904,0,paddd102,Dick Padden,SLA,P,kingc901,Charles King,8,Call on Field
NY1190410042,10/04/1904,2,dahlb102,Bill Dahlen,NY1,P,johnj901,Jim Johnstone,4,Call on Field
NY1190410042,10/04/1904,2,marsd102,Doc Marshall,NY1,P,johnj901,Jim Johnstone,1,Call on Field
NY1190410042,10/04/1904,2,gilbb103,Billy Gilbert,NY1,P,johnj901,Jim Johnstone,4,Call on Field
CIN190504150,04/15/1905,0,clarf101,Fred Clarke,PIT,P,klemb901,Bill Klem,8,Call on Field
CIN190504150,04/15/1905,0,lyncm101,Mike Lynch,PIT,P,klemb901,Bill Klem,8,Call on Field
CIN190504150,04/15/1905,0,mcbrg101,George McBride,PIT,P,klemb901,Bill Klem,8,Call on Field
CIN190504150,04/15/1905,0,phild101,Deacon Phillippe,PIT,P,klemb901,Bill Klem,8,Call on Field
CHN190504220,04/22/1905,0,dolac101,Cozy Dolan,CIN,P,odayh101,Hank O'Day,7,Call on Field
DET190504220,04/22/1905,0,jonef102,Fielder Jones,CHA,M,sherj901,Jack Sheridan,6,Call on Field
PHI190504220,04/22/1905,0,mcgad102,Dan McGann,NY1,P,bausg101,George Bausewine,8,Fighting
PHI190504220,04/22/1905,0,abbof101,Fred Abbott,PHI,P,bausg101,George Bausewine,8,Fighting
DET190504260,04/26/1905,0,bemih101,Harry Bemis,CLE,P,sherj901,Jack Sheridan,6,Call on Field
BRO190504270,04/27/1905,0,mcgrj101,John McGraw,NY1,M,johnj901,Jim Johnstone,8,Call on Field
BRO190504270,04/27/1905,0,stras102,Sammy Strang,NY1,P,johnj901,Jim Johnstone,4,Call on Field
NYA190505010,05/01/1905,0,dougp102,Patsy Dougherty,NYA,P,olous901,Silk O'Loughlin,X,Call on Field
SLN190505010,05/01/1905,0,clymo101,Otis Clymer,PIT,P,odayh101,Hank O'Day,5,Fighting
SLN190505010,05/01/1905,0,warnj103,Jack Warner,SLN,P,odayh101,Hank O'Day,5,Fighting
CHA190505020,05/02/1905,0,jackj103,Jim Jackson,CLE,P,kellt901,Toss Kelly,1,Call on Field
CIN190505030,05/03/1905,0,schla101,Admiral Schlei,CIN,P,klemb901,Bill Klem,5,Balls and Strikes
CLE190505040,05/04/1905,0,dundg101,Gus Dundon,CHA,P,kellt901,Toss Kelly,3,Call on Field
PIT190505080,05/08/1905,0,blanc103,Cliff Blankenship,CIN,P,emslb101,Bob Emslie,1,Fighting
PIT190505080,05/08/1905,0,clymo101,Otis Clymer,PIT,P,emslb101,Bob Emslie,1,Fighting
BOS190505090,05/09/1905,0,grifc101,Clark Griffith,NYA,M,connt901,Tommy Connolly,3,Balls and Strikes
BRO190505090,05/09/1905,0,kellj106,Joe Kelley,CIN,M,johnj901,Jim Johnstone,8,Harrassment
PHI190505110,05/11/1905,0,dooir101,Red Dooin,PHI,P,klemb901,Bill Klem,X,Call on Field
NY1190505150,05/15/1905,0,mcgrj101,John McGraw,NY1,M,klemb901,Bill Klem,6,Call on Field
BRO190505200,05/20/1905,0,scand101,Doc Scanlan,BRO,P,bausg101,George Bausewine,6,Balls and Strikes
BRO190505200,05/20/1905,0,shecj101,Jimmy Sheckard,BRO,P,bausg101,George Bausewine,5,Call on Field
NY1190505200,05/20/1905,0,mcgrj101,John McGraw,NY1,M,johnj901,Jim Johnstone,2,Harrassment
PHI190505200,05/20/1905,0,schla101,Admiral Schlei,CIN,P,odayh101,Hank O'Day,3,Call on Field
NY1190505220,05/22/1905,0,gilbb103,Billy Gilbert,NY1,P,klemb901,Bill Klem,X,Balls and Strikes
CHA190505240,05/24/1905,0,jonef102,Fielder Jones,CHA,M,olous901,Silk O'Loughlin,6,Call on Field
DET190505240,05/24/1905,0,hoggb101,Bill Hogg,NYA,P,kellt901,Toss Kelly,8,Call on Field
SLA190505260,05/26/1905,0,stahj101,Jake Stahl,WS1,P,connt901,Tommy Connolly,1,Call on Field
CIN190505280,05/28/1905,0,huggm101,Miller Huggins,CIN,P,emslb101,Bob Emslie,5,Call on Field
CIN190505280,05/28/1905,0,leevs101,Sam Leever,PIT,P,emslb101,Bob Emslie,4,Balls and Strikes
CIN190505280,05/28/1905,0,wagnh101,Honus Wagner,PIT,P,emslb101,Bob Emslie,7,Call on Field
NY1190505290,05/29/1905,0,owenr101,Red Owens,BRO,P,bausg101,George Bausewine,5,Balls and Strikes
CLE190505302,05/30/1905,2,mcalj102,Jimmy McAleer,SLA,M,olous901,Silk O'Loughlin,7,Call on Field
BSN190506010,06/01/1905,0,merts101,Sam Mertes,NY1,P,odayh101,Hank O'Day,1,Call on Field
CHA190506030,06/03/1905,0,holmd101,Ducky Holmes,CHA,P,olous901,Silk O'Loughlin,8,Harrassment
NYA190506030,06/03/1905,0,collj103,Jimmy Collins,BOS,M,sherj901,Jack Sheridan,3,Call on Field
PHA190506060,06/06/1905,0,davig102,George Davis,CHA,P,kellt901,Toss Kelly,5,Call on Field
CIN190506070,06/07/1905,0,steih101,Harry Steinfeldt,CIN,P,bausg101,George Bausewine,1,Harrassment
WS1190506080,06/08/1905,0,coold101,Duff Cooley,DET,P,sherj901,Jack Sheridan,9,Call on Field
NYA190506090,06/09/1905,0,buelf101,Fritz Buelow,CLE,P,olous901,Silk O'Loughlin,5,Call on Field
NYA190506090,06/09/1905,0,jossa101,Addie Joss,CLE,P,olous901,Silk O'Loughlin,5,Call on Field
NYA190506090,06/09/1905,0,grifc101,Clark Griffith,NYA,M,olous901,Silk O'Loughlin,5,Call on Field
WS1190506090,06/09/1905,0,armob801,Bill Armour,DET,M,sherj901,Jack Sheridan,5,Harrassment
WS1190506090,06/09/1905,0,schag101,Germany Schaefer,DET,P,sherj901,Jack Sheridan,3,Call on Field
CHN190506120,06/12/1905,0,donlm101,Mike Donlin,NY1,P,bausg101,George Bausewine,8,Call on Field
SLN190506120,06/12/1905,0,shecj101,Jimmy Sheckard,BRO,P,klemb901,Bill Klem,6,Harrassment
SLN190506130,06/13/1905,0,burkj104,Jimmy Burke,SLN,M,klemb901,Bill Klem,7,Balls and Strikes
SLN190506130,06/13/1905,0,gradm101,Mike Grady,SLN,P,klemb901,Bill Klem,7,Balls and Strikes
SLN190506130,06/13/1905,0,shayd101,Danny Shay,SLN,P,klemb901,Bill Klem,6,Balls and Strikes
BOS190506172,06/17/1905,2,armob801,Bill Armour,DET,M,olous901,Silk O'Loughlin,9,Call on Field
BOS190506172,06/17/1905,2,drill101,Lew Drill,DET,P,olous901,Silk O'Loughlin,9,Call on Field
BOS190506172,06/17/1905,2,kille101,Ed Killian,DET,P,olous901,Silk O'Loughlin,9,Call on Field
CIN190506200,06/20/1905,0,tayld102,Dummy Taylor,NY1,P,odayh101,Hank O'Day,7,Harrassment
NYA190506230,06/23/1905,0,donob101,Bill Donovan,DET,P,connt901,Tommy Connolly,6,Call on Field
PIT190506240,06/24/1905,0,seymc101,Cy Seymour,CIN,P,klemb901,Bill Klem,7,Call on Field
BOS190506281,06/28/1905,1,chesj101,Jack Chesbro,NYA,P,kellt901,Toss Kelly,5,Call on Field
BOS190506281,06/28/1905,1,kleir101,Red Kleinow,NYA,P,kellt901,Toss Kelly,5,Call on Field
CHN190507010,07/01/1905,0,barrs101,Shad Barry,CIN,P,odayh101,Hank O'Day,6,Call on Field
PHI190507030,07/03/1905,0,bresr102,Roger Bresnahan,NY1,P,emslb101,Bob Emslie,9,Harrassment
PHI190507030,07/03/1905,0,dahlb102,Bill Dahlen,NY1,P,emslb101,Bob Emslie,9,Other
PHI190507030,07/03/1905,0,mcgrj101,John McGraw,NY1,M,emslb101,Bob Emslie,9,Harrassment
BSN190507070,07/07/1905,0,frasc101,Chick Fraser,BSN,P,klemb901,Bill Klem,5,Balls and Strikes
BSN190507080,07/08/1905,0,abbae101,Ed Abbaticchio,BSN,P,klemb901,Bill Klem,4,Call on Field
DET190507080,07/08/1905,0,jonef102,Fielder Jones,CHA,P,sherj901,Jack Sheridan,5,Call on Field
NY1190507110,07/11/1905,0,mcgij101,Joe McGinnity,NY1,P,odayh101,Hank O'Day,8,Call on Field
BRO190507120,07/12/1905,0,leevs101,Sam Leever,PIT,P,klemb901,Bill Klem,1,Call on Field
PHI190507140,07/14/1905,0,dooir101,Red Dooin,PHI,P,bausg101,George Bausewine,5,Other
NY1190507170,07/17/1905,0,clymo101,Otis Clymer,PIT,P,johnj901,Jim Johnstone,1,Call on Field
NY1190507170,07/17/1905,0,flahp101,Patsy Flaherty,PIT,P,johnj901,Jim Johnstone,1,Call on Field
NY1190507190,07/19/1905,0,mcgad102,Dan McGann,NY1,P,klemb901,Bill Klem,5,Call on Field
NY1190507190,07/19/1905,0,donlm101,Mike Donlin,NY1,P,klemb901,Bill Klem,5,Call on Field
NY1190507201,07/20/1905,1,bresr102,Roger Bresnahan,NY1,P,johnj901,Jim Johnstone,6,Harrassment
PHI190507200,07/20/1905,0,coure101,Ernie Courtney,PHI,P,klemb901,Bill Klem,5,Balls and Strikes
NY1190507250,07/25/1905,0,barrs101,Shad Barry,CIN,P,klemb901,Bill Klem,5,Call on Field
NY1190507270,07/27/1905,0,hahnn101,Noodles Hahn,CIN,P,bausg101,George Bausewine,7,Balls and Strikes
CHN190507310,07/31/1905,0,brank101,Kitty Bransfield,PHI,P,bausg101,George Bausewine,3,Call on Field
PHA190508010,08/01/1905,0,donaj103,Jiggs Donahue,CHA,P,connt902,Tom Connor,4,Call on Field
WS1190508010,08/01/1905,0,barrj103,Jimmy Barrett,DET,P,olous901,Silk O'Loughlin,3,Call on Field
PIT190508020,08/02/1905,0,wagnh101,Honus Wagner,PIT,P,bausg101,George Bausewine,4,Call on Field
PHA190508080,08/08/1905,0,rhoab101,Bob Rhoads,CLE,P,olous901,Silk O'Loughlin,7,Balls and Strikes
SLN190508120,08/12/1905,0,mcgad102,Dan McGann,NY1,P,johnj901,Jim Johnstone,3,Call on Field
WS1190508140,08/14/1905,0,bradb102,Bill Bradley,CLE,M,connt901,Tommy Connolly,X,Call on Field
WS1190508140,08/14/1905,0,stahj101,Jake Stahl,WS1,M,connt901,Tommy Connolly,X,Call on Field
